clusterid,queryID,class,gene,allele,seqID,accession,positions,size,cluster_contains_multiple_genes,gene_found_in_multiple_clusters,bla_description,bla_class
117,OXA-69,Bla,OXA,OXA-69,1286,ARO_3001617,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-70,Bla,OXA,OXA-70,1287,ARO_3001618,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-71,Bla,OXA,OXA-71,1288,ARO_3001619,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-75,Bla,OXA,OXA-75,1289,ARO_3001620,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-76,Bla,OXA,OXA-76,1290,ARO_3001621,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-77,Bla,OXA,OXA-77,1291,ARO_3001622,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-78,Bla,OXA,OXA-78,1292,ARO_3001645,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-79,Bla,OXA,OXA-79,1293,ARO_3001633,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-80,Bla,OXA,OXA-80,1294,ARO_3001634,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-82.v1,Bla,OXA,OXA-82.v1,1295,ARG_GQ352402,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-82.v2,Bla,OXA,OXA-82.v2,1296,ARO_3001635,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-83,Bla,OXA,OXA-83,1297,ARO_3001623,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-84,Bla,OXA,OXA-84,1298,ARO_3001624,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-86,Bla,OXA,OXA-86,1299,ARO_3001703,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-87,Bla,OXA,OXA-87,1300,ARO_3001704,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-88,Bla,OXA,OXA-88,1301,ARO_3001626,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-89,Bla,OXA,OXA-89,1302,ARO_3001625,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-90,Bla,OXA,OXA-90,1303,ARO_3001650,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-91,Bla,OXA,OXA-91,1304,ARO_3001627,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-92,Bla,OXA,OXA-92,1305,ARO_3001632,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-93,Bla,OXA,OXA-93,1306,ARO_3001628,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-94,Bla,OXA,OXA-94,1307,ARO_3001629,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-95,Bla,OXA,OXA-95,1308,ARO_3001630,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-98,Bla,OXA,OXA-98,1309,ARO_3001646,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-99,Bla,OXA,OXA-99,1310,ARO_3001649,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-164,Bla,OXA,OXA-164,1311,ARO_3001662,-,-,no,no,OXA-58 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-397,Bla,OXA,OXA-397,1312,ARO_3001583,-,-,no,no,OXA-58 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-420,Bla,OXA,OXA-420,1313,ARO_3003116,-,-,no,no,OXA-58 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-96,Bla,OXA,OXA-96,1314,ARO_3001631,-,-,no,no,OXA-58 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-97,Bla,OXA,OXA-97,1315,ARO_3001647,-,-,no,no,OXA-58 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-444,Bla,OXA,OXA-444,1316,ARO_3003600,-,-,no,no,OXA-60 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-151,Bla,OXA,OXA-151,1317,ARO_3001456,-,-,no,no,OXA-62 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-152,Bla,OXA,OXA-152,1318,ARO_3001457,-,-,no,no,OXA-62 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-157,Bla,OXA,OXA-157,1319,ARO_3001462,-,-,no,no,OXA-62 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-664,Bla,OXA,OXA-664,1320,ARO_3004479,-,-,no,no,OXA-664 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-163,Bla,OXA,OXA-163,1321,ARO_3001783,-,-,no,no,class D extended-spectrum beta-lactamase,Bla_ESBL
117,OXA-18,Bla,OXA,OXA-18,1322,ARO_3001413,-,-,no,no,class D extended-spectrum beta-lactamase,Bla_ESBL
117,OXA-224,Bla,OXA,OXA-224,1323,ARO_3001806,-,-,no,no,OXA-1 family class D extended-spectrum beta-lactamase,Bla_ESBL
117,OXA-31,Bla,OXA,OXA-31,1324,ARO_3001425,-,-,no,no,OXA-1 family class D extended-spectrum beta-lactamase,Bla_ESBL
117,OXA-11,Bla,OXA,OXA-11,1325,ARO_3001406,-,-,no,no,OXA-10 family class D extended-spectrum beta-lactamase,Bla_ESBL
117,OXA-145,Bla,OXA,OXA-145,1326,ARO_3001804,-,-,no,no,OXA-10 family class D extended-spectrum beta-lactamase,Bla_ESBL
117,OXA-147,Bla,OXA,OXA-147,1327,ARO_3001801,-,-,no,no,OXA-10 family class D extended-spectrum beta-lactamase,Bla_ESBL
117,OXA-183,Bla,OXA,OXA-183,1328,ARO_3001475,-,-,no,no,OXA-10 family class D extended-spectrum beta-lactamase,Bla_ESBL
117,OXA-19,Bla,OXA,OXA-19,1329,ARO_3001414,-,-,no,no,OXA-10 family class D extended-spectrum beta-lactamase,Bla_ESBL
117,OXA-240,Bla,OXA,OXA-240,1330,ARO_3001499,-,-,no,no,OXA-10 family class D extended-spectrum beta-lactamase,Bla_ESBL
117,OXA-28,Bla,OXA,OXA-28,1331,ARO_3001423,-,-,no,no,OXA-10 family class D extended-spectrum beta-lactamase,Bla_ESBL
117,OXA-14,Bla,OXA,OXA-14,1332,ARO_3001409,-,-,no,no,OXA-10 family oxacillin-hydrolyzing class D extended-spectrum beta-lactamase,Bla_ESBL
117,OXA-142,Bla,OXA,OXA-142,1333,ARO_3001803,-,-,no,no,OXA-10 family oxacillin-hydrolyzing class D extended-spectrum beta-lactamase,Bla_ESBL
117,OXA-17,Bla,OXA,OXA-17,1334,ARO_3001412,-,-,no,no,OXA-10 family oxacillin-hydrolyzing class D extended-spectrum beta-lactamase,Bla_ESBL
117,OXA-35,Bla,OXA,OXA-35,1335,ARO_3001429,-,-,no,no,OXA-10 family oxacillin-hydrolyzing class D extended-spectrum beta-lactamase,Bla_ESBL
117,OXA-141,Bla,OXA,OXA-141,1336,ARO_3001802,-,-,no,no,OXA-2 family class D extended-spectrum beta-lactamase,Bla_ESBL
117,OXA-15,Bla,OXA,OXA-15,1337,ARO_3001410,-,-,no,no,OXA-2 family class D extended-spectrum beta-lactamase,Bla_ESBL
117,OXA-161,Bla,OXA,OXA-161,1338,ARO_3001799,-,-,no,no,OXA-2 family class D extended-spectrum beta-lactamase,Bla_ESBL
117,OXA-210,Bla,OXA,OXA-210,1339,ARO_3001487,-,-,no,no,OXA-2 family class D extended-spectrum beta-lactamase,Bla_ESBL
117,OXA-226,Bla,OXA,OXA-226,1340,ARO_3001800,-,-,no,no,OXA-2 family class D extended-spectrum beta-lactamase,Bla_ESBL
117,OXA-32,Bla,OXA,OXA-32,1341,ARO_3001426,-,-,no,no,OXA-2 family class D extended-spectrum beta-lactamase,Bla_ESBL
117,OXA-53,Bla,OXA,OXA-53,1342,ARO_3001810,-,-,no,no,OXA-2 family class D extended-spectrum beta-lactamase,Bla_ESBL
117,OXA-405,Bla,OXA,OXA-405,1343,ARO_3001596,-,-,no,no,OXA-48 family class D extended spectrum beta-lactamase,Bla_ESBL
117,OXA-45.v1,Bla,OXA,OXA-45.v1,1344,ARG_AM849110,-,-,no,no,oxacillin-hydrolyzing class D extended-spectrum beta-lactamase,Bla_ESBL
117,OXA-45.v2,Bla,OXA,OXA-45.v2,1345,ARO_3001794,-,-,no,no,oxacillin-hydrolyzing class D extended-spectrum beta-lactamase,Bla_ESBL
118,OXY-1-1,Bla,OXY,OXY-1-1,1346,ARO_3002389,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
118,OXY-1-2,Bla,OXY,OXY-1-2,1347,ARO_3002390,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
118,OXY-1-3,Bla,OXY,OXY-1-3,1348,ARO_3002391,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
118,OXY-1-4,Bla,OXY,OXY-1-4,1349,ARO_3002392,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
118,OXY-1-6,Bla,OXY,OXY-1-6,1350,ARO_3002394,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
118,OXY-2-1,Bla,OXY,OXY-2-1,1351,ARO_3002396,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
118,OXY-2-10,Bla,OXY,OXY-2-10,1352,ARO_3002405,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
118,OXY-2-2,Bla,OXY,OXY-2-2,1353,ARO_3002397,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
118,OXY-2-3,Bla,OXY,OXY-2-3,1354,ARO_3002398,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
118,OXY-2-4,Bla,OXY,OXY-2-4,1355,ARO_3002399,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
118,OXY-2-5.v1,Bla,OXY,OXY-2-5.v1,1356,ARG_AY077487,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
118,OXY-2-5.v2,Bla,OXY,OXY-2-5.v2,1357,ARO_3002400,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
118,OXY-2-6,Bla,OXY,OXY-2-6,1358,ARO_3002401,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
118,OXY-2-7,Bla,OXY,OXY-2-7,1359,ARO_3002402,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
118,OXY-2-8,Bla,OXY,OXY-2-8,1360,ARO_3002403,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
118,OXY-2-9,Bla,OXY,OXY-2-9,1361,ARO_3002404,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
118,OXY-3-1,Bla,OXY,OXY-3-1,1362,ARO_3002409,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
118,OXY-4-1,Bla,OXY,OXY-4-1,1363,ARO_3002410,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
118,OXY-5-1,Bla,OXY,OXY-5-1,1364,ARO_3002411,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
118,OXY-5-2,Bla,OXY,OXY-5-2,1365,ARO_3002412,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
118,OXY-6-1,Bla,OXY,OXY-6-1,1366,ARO_3002413,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
118,OXY-6-2,Bla,OXY,OXY-6-2,1367,ARO_3002414,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
118,OXY-6-3,Bla,OXY,OXY-6-3,1368,ARO_3002415,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
118,OXY-6-4,Bla,OXY,OXY-6-4,1369,ARO_3002416,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
119,PC1-6,Bla,PC1,PC1-6,1370,ARO_3000621,-,-,no,no,penicillin-hydrolyzing class A beta-lactamase,Bla
120,PDC-1,Bla,PDC,PDC-1,1371,ARO_3002497,-,-,no,no,cephalosporin-hydrolyzing class C beta-lactamase,Bla
120,PDC-10,Bla,PDC,PDC-10,1372,ARO_3002509,-,-,no,no,class C beta-lactamase,Bla
120,PDC-3,Bla,PDC,PDC-3,1373,ARO_3002500,-,-,no,no,class C beta-lactamase,Bla
120,PDC-6,Bla,PDC,PDC-6,1374,ARO_3002505,-,-,no,no,class C beta-lactamase,Bla
120,PDC-7,Bla,PDC,PDC-7,1375,ARO_3002506,-,-,no,no,class C beta-lactamase,Bla
120,PDC-74,Bla,PDC,PDC-74,1376,ARO_3004337,-,-,no,no,class C beta-lactamase,Bla
120,PDC-8,Bla,PDC,PDC-8,1377,ARO_3002507,-,-,no,no,class C beta-lactamase,Bla
120,PDC-80,Bla,PDC,PDC-80,1378,ARO_3004343,-,-,no,no,class C beta-lactamase,Bla
120,PDC-86,Bla,PDC,PDC-86,1379,ARO_3004349,-,-,no,no,class C beta-lactamase,Bla
120,PDC-9,Bla,PDC,PDC-9,1380,ARO_3002508,-,-,no,no,class C beta-lactamase,Bla
120,PDC-2,Bla,PDC,PDC-2,1381,ARO_3002498,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
120,PDC-4,Bla,PDC,PDC-4,1382,ARO_3002501,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
120,PDC-5,Bla,PDC,PDC-5,1383,ARO_3002502,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
121,PEDO-1,Bla,PEDO,PEDO-1,1384,ARO_3003670,-,-,no,no,subclass B3 metallo-beta-lactamase,Bla
121,PEDO-2,Bla,PEDO,PEDO-2,1385,ARO_3003714,-,-,no,no,subclass B3 metallo-beta-lactamase,Bla
121,PEDO-3,Bla,PEDO,PEDO-3,1386,ARO_3003715,-,-,no,no,subclass B3 metallo-beta-lactamase,Bla
122,PER-1,Bla,PER,PER-1,1387,ARO_3002363,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
122,PER-2,Bla,PER,PER-2,1388,ARO_3002364,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
122,PER-3,Bla,PER,PER-3,1389,ARO_3002365,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
122,PER-4,Bla,PER,PER-4,1390,ARO_3002366,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
122,PER-5,Bla,PER,PER-5,1391,ARO_3002367,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
122,PER-6,Bla,PER,PER-6,1392,ARO_3002368,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
122,PER-7,Bla,PER,PER-7,1393,ARO_3002369,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
123,PNGM-1,Bla,PNGM,PNGM-1,1394,ARO_3004571,-,-,no,no,subclass B3 metallo-beta-lactamase,Bla
124,R39,Bla,R39,R39,1395,ARO_3003565,-,-,no,no,class A beta-lactamase,Bla
125,RCP-1,Bla,RCP,RCP-1,1396,ARO_3003563,-,-,no,no,RCP family class A beta-lactamase,Bla
126,RHO,Bla,RHO,RHO,1397,ARO_3004291,-,-,no,no,RHO family class C beta-lactamase,Bla
127,Rm3,Bla,RM3,Rm3,1398,ARO_3003894,-,-,no,no,subclass B3 metallo-beta-lactamase,Bla
128,ROB-1.v2,Bla,ROB,ROB-1.v2,1399,ARO_3002995,-,-,no,no,cephalosporin-hydrolyzing class A beta-lactamase,Bla
128,ROB-1.v1,Bla,ROB,ROB-1.v1,1400,ARG_AF022114,-,-,no,no,cephalosporin-hydrolyzing class A beta-lactamase,Bla
129,RSA-1,Bla,RSA,RSA-1,1401,ARO_3004444,-,-,no,no,NA,NA
129,RSA-2,Bla,RSA,RSA-2,1402,ARO_3004445,-,-,no,no,NA,NA
130,SCO-1,Bla,SCO,SCO-1,1403,ARO_3004856,-,-,no,no,class A broad spectrum beta-lactamase,Bla_broad
131,SDA-A-1,Bla,SDA-A,SDA-A-1,1404,ARO_3003564,-,-,no,no,class A broad spectrum beta-lactamase,Bla_broad
132,SED-1,Bla,SED,SED-1,1405,ARO_3003561,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_broad
133,SFB-1,Bla,SFB,SFB-1,1406,ARO_3003557,-,-,no,no,SHW family subclass B1 metallo-beta-lactamase,Bla
134,SFH-1,Bla,SFH,SFH-1,1407,ARO_3000849,-,-,no,no,carbapenem-hydrolyzing subclass B2 metallo-beta-lactamase,Bla_Carb
135,LEN-11,Bla,SHV-OKP-LEN,LEN-11,1408,ARO_3001442,-,-,no,no,class A beta-lactamase,Bla_chr
135,LEN-17,Bla,SHV-OKP-LEN,LEN-17,1409,ARO_3002473,-,-,no,no,class A beta-lactamase,Bla_chr
135,LEN-30,Bla,SHV-OKP-LEN,LEN-30,1410,ARO_3004838,-,-,no,no,class A beta-lactamase,Bla_chr
135,LEN-38,Bla,SHV-OKP-LEN,LEN-38,1411,ARO_3004841,-,-,no,no,class A beta-lactamase,Bla_chr
135,LEN-39,Bla,SHV-OKP-LEN,LEN-39,1412,ARO_3004842,-,-,no,no,class A beta-lactamase,Bla_chr
135,LEN-40,Bla,SHV-OKP-LEN,LEN-40,1413,ARO_3004843,-,-,no,no,class A beta-lactamase,Bla_chr
135,LEN-41,Bla,SHV-OKP-LEN,LEN-41,1414,ARO_3004844,-,-,no,no,class A beta-lactamase,Bla_chr
135,LEN-42,Bla,SHV-OKP-LEN,LEN-42,1415,ARO_3004845,-,-,no,no,class A beta-lactamase,Bla_chr
135,LEN-43,Bla,SHV-OKP-LEN,LEN-43,1416,ARO_3004846,-,-,no,no,class A beta-lactamase,Bla_chr
135,LEN-51,Bla,SHV-OKP-LEN,LEN-51,1417,ARO_3004847,-,-,no,no,class A beta-lactamase,Bla_chr
135,LEN-55,Bla,SHV-OKP-LEN,LEN-55,1418,ARO_3004848,-,-,no,no,class A beta-lactamase,Bla_chr
135,LEN-58,Bla,SHV-OKP-LEN,LEN-58,1419,ARO_3004849,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-100,Bla,SHV-OKP-LEN,SHV-100,1420,ARO_3001338,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-103,Bla,SHV-OKP-LEN,SHV-103,1421,ARO_3001152,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-108,Bla,SHV-OKP-LEN,SHV-108,1422,ARO_3001157,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-111,Bla,SHV-OKP-LEN,SHV-111,1423,ARO_3001160,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-119,Bla,SHV-OKP-LEN,SHV-119,1424,ARO_3001340,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-120,Bla,SHV-OKP-LEN,SHV-120,1425,ARO_3001167,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-121,Bla,SHV-OKP-LEN,SHV-121,1426,ARO_3001168,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-122,Bla,SHV-OKP-LEN,SHV-122,1427,ARO_3001169,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-133,Bla,SHV-OKP-LEN,SHV-133,1428,ARO_3001177,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-135,Bla,SHV-OKP-LEN,SHV-135,1429,ARO_3001179,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-137,Bla,SHV-OKP-LEN,SHV-137,1430,ARO_3001181,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-142,Bla,SHV-OKP-LEN,SHV-142,1431,ARO_3001184,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-143,Bla,SHV-OKP-LEN,SHV-143,1432,ARO_3001344,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-144,Bla,SHV-OKP-LEN,SHV-144,1433,ARO_3001345,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-147,Bla,SHV-OKP-LEN,SHV-147,1434,ARO_3001186,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-149,Bla,SHV-OKP-LEN,SHV-149,1435,ARO_3001188,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-150,Bla,SHV-OKP-LEN,SHV-150,1436,ARO_3001189,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-151,Bla,SHV-OKP-LEN,SHV-151,1437,ARO_3001190,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-152,Bla,SHV-OKP-LEN,SHV-152,1438,ARO_3001191,-,-,no,no,class A beta-lactamase,Bla_ESBL
135,SHV-153,Bla,SHV-OKP-LEN,SHV-153,1439,ARO_3001192,-,-,no,no,class A beta-lactamase,Bla_ESBL
135,SHV-154,Bla,SHV-OKP-LEN,SHV-154,1440,ARO_3001193,-,-,no,no,class A beta-lactamase,Bla_ESBL
135,SHV-155,Bla,SHV-OKP-LEN,SHV-155,1441,ARO_3001194,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-156,Bla,SHV-OKP-LEN,SHV-156,1442,ARO_3001195,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-157,Bla,SHV-OKP-LEN,SHV-157,1443,ARO_3001196,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-158,Bla,SHV-OKP-LEN,SHV-158,1444,ARO_3001197,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-159,Bla,SHV-OKP-LEN,SHV-159,1445,ARO_3001198,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-160,Bla,SHV-OKP-LEN,SHV-160,1446,ARO_3001199,-,-,no,no,class A beta-lactamase,Bla_ESBL
135,SHV-161,Bla,SHV-OKP-LEN,SHV-161,1447,ARO_3001200,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-162,Bla,SHV-OKP-LEN,SHV-162,1448,ARO_3001201,-,-,no,no,class A beta-lactamase,Bla_ESBL
135,SHV-163,Bla,SHV-OKP-LEN,SHV-163,1449,ARO_3001202,-,-,no,no,class A beta-lactamase,Bla_ESBL
135,SHV-165,Bla,SHV-OKP-LEN,SHV-165,1450,ARO_3001203,-,-,no,no,class A beta-lactamase,Bla_ESBL
135,SHV-168,Bla,SHV-OKP-LEN,SHV-168,1451,ARO_3001352,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-172,Bla,SHV-OKP-LEN,SHV-172,1452,ARO_3001356,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-173,Bla,SHV-OKP-LEN,SHV-173,1453,ARO_3001357,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-178,Bla,SHV-OKP-LEN,SHV-178,1454,ARO_3001361,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-179,Bla,SHV-OKP-LEN,SHV-179,1455,ARO_3001362,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-180,Bla,SHV-OKP-LEN,SHV-180,1456,ARO_3001350,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-182,Bla,SHV-OKP-LEN,SHV-182,1457,ARO_3001364,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-185,Bla,SHV-OKP-LEN,SHV-185,1458,ARO_3003152,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-186,Bla,SHV-OKP-LEN,SHV-186,1459,ARO_3003153,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-187,Bla,SHV-OKP-LEN,SHV-187,1460,ARO_3003154,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-189,Bla,SHV-OKP-LEN,SHV-189,1461,ARO_3003156,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-28.v1,Bla,SHV-OKP-LEN,SHV-28.v1,1462,ARG_EU441172,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-28.v2,Bla,SHV-OKP-LEN,SHV-28.v2,1463,ARO_3001086,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-29,Bla,SHV-OKP-LEN,SHV-29,1464,ARO_3001087,-,-,no,no,class A beta-lactamase,Bla_ESBL
135,SHV-35,Bla,SHV-OKP-LEN,SHV-35,1465,ARO_3001093,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-36,Bla,SHV-OKP-LEN,SHV-36,1466,ARO_3001094,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-37,Bla,SHV-OKP-LEN,SHV-37,1467,ARO_3001095,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-4,Bla,SHV-OKP-LEN,SHV-4,1468,ARO_3001063,-,-,no,no,class A beta-lactamase,Bla_ESBL
135,SHV-50,Bla,SHV-OKP-LEN,SHV-50,1469,ARO_3001107,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-51,Bla,SHV-OKP-LEN,SHV-51,1470,ARO_3001108,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-52,Bla,SHV-OKP-LEN,SHV-52,1471,ARO_3001109,-,-,no,no,class A beta-lactamase,Bla_broad_inhR
135,SHV-59,Bla,SHV-OKP-LEN,SHV-59,1472,ARO_3001114,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-63,Bla,SHV-OKP-LEN,SHV-63,1473,ARO_3001118,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-9,Bla,SHV-OKP-LEN,SHV-9,1474,ARO_3001068,-,-,no,no,class A beta-lactamase,Bla_ESBL
135,SHV-92,Bla,SHV-OKP-LEN,SHV-92,1475,ARO_3001144,-,-,no,no,class A beta-lactamase,Bla_broad_inhR
135,SHV-93,Bla,SHV-OKP-LEN,SHV-93,1476,ARO_3001145,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-94,Bla,SHV-OKP-LEN,SHV-94,1477,ARO_3001146,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-95,Bla,SHV-OKP-LEN,SHV-95,1478,ARO_3001147,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-96,Bla,SHV-OKP-LEN,SHV-96,1479,ARO_3001148,-,-,no,no,class A beta-lactamase,Bla_chr
135,SHV-97,Bla,SHV-OKP-LEN,SHV-97,1480,ARO_3001149,-,-,no,no,class A beta-lactamase,Bla_chr
135,LEN-1,Bla,SHV-OKP-LEN,LEN-1,1481,ARO_3002454,-,-,no,no,class A broad spectrum beta-lactamase,Bla_chr
135,LEN-10,Bla,SHV-OKP-LEN,LEN-10,1482,ARO_3002460,-,-,no,no,class A broad spectrum beta-lactamase,Bla_chr
135,LEN-12,Bla,SHV-OKP-LEN,LEN-12,1483,ARO_3002462,-,-,no,no,class A broad spectrum beta-lactamase,Bla_chr
135,LEN-15,Bla,SHV-OKP-LEN,LEN-15,1484,ARO_3002478,-,-,no,no,class A broad spectrum beta-lactamase,Bla_chr
