seqID,clusterid,gene,allele,cluster_contains_multiple_genes,gene_found_in_multiple_clusters,idInFile,symbol,class,accession,positions,size,Lahey,Bla_Class
1132,318,IMP-1_Bla,IMP-41,no,no,Bla___IMP-41___AB753458___1-738___738,IMP-41,Bla,AB753458,1-738,738,carbapenem-hydrolyzing metallo-beta-lactamase IMP-41,Bla_Carb
1133,318,IMP-1_Bla,IMP-42,no,no,Bla___IMP-42___AB753456___1-741___741,IMP-42,Bla,AB753456,1-741,741,carbapenem-hydrolyzing metallo-beta-lactamase IMP-42,Bla_Carb
1134,318,IMP-1_Bla,IMP-43,no,no,Bla___IMP-43___AB777500___2035-2775___741,IMP-43,Bla,AB777500,2035-2775,741,carbapenem-hydrolyzing metallo-beta-lactamase IMP-43,Bla_Carb
1135,318,IMP-1_Bla,IMP-44,no,no,Bla___IMP-44___AB777501___1399-2136___738,IMP-44,Bla,AB777501,1399-2136,738,carbapenem-hydrolyzing metallo-beta-lactamase IMP-44,Bla_Carb
1136,313,GIM-1_Bla,GIM-1,no,no,Bla___GIM-1___JF414726___394-1146___753,GIM-1,Bla,JF414726,394-1146,753,subclass B1 metallo-beta-lactamase GIM-1,Bla_ESBL
1139,310,DIM-1_Bla,DIM-1,no,no,Bla___DIM-1___GU323019___1-756___756,DIM-1,Bla,GU323019,1-756,756,NA,NA
1140,317,JOHN-1_Bla,JOHN-1,no,no,Bla___JOHN-1___AY02846___443-1189___747,JOHN-1,Bla,AY02846,443-1189,747,NA,NA
1141,316,TUS-1_Bla,TUS-1,no,no,Bla___TUS-1___AF441287___261-1007___747,TUS-1,Bla,AF441287,261-1007,747,NA,NA
1142,315,CfiA_Bla,CfiA1,yes,no,Bla___CfiA1___AB087225___1-750___750,CfiA1,Bla,AB087225,1-750,750,NA,NA
1143,315,CfiA_Bla,cfiA2,yes,no,Bla___cfiA2___AB087226___1-750___750,cfiA2,Bla,AB087226,1-750,750,NA,NA
1144,315,CfiA_Bla,cfiA3,yes,no,Bla___cfiA3___AB087228___1-750___750,cfiA3,Bla,AB087228,1-750,750,NA,NA
1145,315,CfiA_Bla,cfiA4,yes,no,Bla___cfiA4___AB087229___1-750___750,cfiA4,Bla,AB087229,1-750,750,NA,NA
1146,315,CfiA_Bla,CfiA5,yes,no,Bla___CfiA5___AB087230___1-750___750,CfiA5,Bla,AB087230,1-750,750,NA,NA
1147,315,CfiA_Bla,cfiA6,yes,no,Bla___cfiA6___AB087231___1-750___750,cfiA6,Bla,AB087231,1-750,750,NA,NA
1148,315,CfiA_Bla,cfiA7,yes,no,Bla___cfiA7___AB087232___1-750___750,cfiA7,Bla,AB087232,1-750,750,NA,NA
1149,315,CfiA_Bla,cfiA8,yes,no,Bla___cfiA8___AB087233___1-750___750,cfiA8,Bla,AB087233,1-750,750,NA,NA
1150,315,CfiA_Bla,cfiA9,yes,no,Bla___cfiA9___AB087234___1-750___750,cfiA9,Bla,AB087234,1-750,750,NA,NA
1151,315,CfiA_Bla,cfiA10,yes,no,Bla___cfiA10___AB087227___1-750___750,cfiA10,Bla,AB087227,1-750,750,NA,NA
1152,315,CfiA_Bla,cfiA11,yes,no,Bla___cfiA11___FM200784___162-911___750,cfiA11,Bla,FM200784,162-911,750,NA,NA
1153,315,CfiA_Bla,cfiA12,yes,no,Bla___cfiA12___FM200786___1-737___737,cfiA12,Bla,FM200786,1-737,737,NA,NA
1154,315,CfiA_Bla,cfiA13,yes,no,Bla___cfiA13___FM200787___3-752___750,cfiA13,Bla,FM200787,3-752,750,NA,NA
1155,315,CfiA_Bla,cfiA14,yes,no,Bla___cfiA14___FM200789___162-911___750,cfiA14,Bla,FM200789,162-911,750,NA,NA
1156,315,CfiA_Bla,cfiA15,yes,no,Bla___cfiA15___AF429432___1501-2250___750,cfiA15,Bla,AF429432,1501-2250,750,NA,NA
1157,315,CfiA_Bla,CfiA16,yes,no,Bla___CfiA16___FM200792___1845-2594___750,CfiA16,Bla,FM200792,1845-2594,750,NA,NA
1159,314,B-1_Bla,B-1,no,no,Bla___B-1___AF189298___1-750___750,B-1,Bla,AF189298,1-750,750,NA,NA
1160,314,B-1_Bla,B-2,no,no,Bla___B-2___AF189300___1-750___750,B-2,Bla,AF189300,1-750,750,NA,NA
1161,314,B-1_Bla,B-3,no,no,Bla___B-3___AF162284___1-750___750,B-3,Bla,AF162284,1-750,750,NA,NA
1162,314,B-1_Bla,B-5,no,no,Bla___B-5___AF189303___1-750___750,B-5,Bla,AF189303,1-750,750,NA,NA
1163,314,B-1_Bla,B-6,no,no,Bla___B-6___AF189302___1-747___747,B-6,Bla,AF189302,1-747,747,NA,NA
1164,314,B-1_Bla,B-7,no,no,Bla___B-7___AF189304___1-747___747,B-7,Bla,AF189304,1-747,747,NA,NA
1165,314,B-1_Bla,B-8,no,no,Bla___B-8___AF189305___1-747___747,B-8,Bla,AF189305,1-747,747,NA,NA
1166,314,B-1_Bla,B-9,no,no,Bla___B-9___AY348324___1-747___747,B-9,Bla,AY348324,1-747,747,NA,NA
1167,314,B-1_Bla,B-10,no,no,Bla___B-10___AY348325___1-747___747,B-10,Bla,AY348325,1-747,747,NA,NA
1168,314,B-1_Bla,B-11,no,no,Bla___B-11___AY348326___1-750___750,B-11,Bla,AY348326,1-750,750,NA,NA
1169,314,B-1_Bla,B-12,no,no,Bla___B-12___EF595958___1-750___750,B-12,Bla,EF595958,1-750,750,NA,NA
1170,314,B-1_Bla,B-13,no,no,Bla___B-13___EF595959___1-750___750,B-13,Bla,EF595959,1-750,750,NA,NA
1171,314,B-1_Bla,B-14,no,no,Bla___B-14___JN635697___973-1719___747,B-14,Bla,JN635697,973-1719,747,NA,NA
1172,3,HugA_Bla,HugA,no,no,Bla___HugA___AY008342___3169-5235___2167,HugA,Bla,AY008342,3169-5235,2167,NA,NA
1206,259,OXA-42_Bla,OXA-42,no,yes,Bla___OXA-42___AJ488302___1-810___810,OXA-42,Bla,AJ488302,1-810,810,oxacillin-hydrolyzing class D beta-lactamase OXA-42,Bla
1207,259,OXA-42_Bla,OXA-43,no,yes,Bla___OXA-43___AJ488303___1-810___810,OXA-43,Bla,AJ488303,1-810,810,oxacillin-hydrolyzing class D beta-lactamase OXA-43,Bla
1208,259,OXA-42_Bla,OXA-57,no,yes,Bla___OXA-57___AJ631966___1-810___810,OXA-57,Bla,AJ631966,1-810,810,oxacillin-hydrolyzing class D beta-lactamase OXA-57,Bla
1209,259,OXA-42_Bla,OXA-59,no,yes,Bla___OXA-59___AJ632249___1-810___810,OXA-59,Bla,AJ632249,1-810,810,oxacillin-hydrolyzing class D beta-lactamase OXA-59,Bla
1215,69,beta-lactamase_class-C_Bla,beta-lactamase_class-C,no,no,Bla___beta-lactamase_class-C___NC_010410___1184557-1185747___1191,beta-lactamase_class-C,Bla,NC_010410,1184557-1185747,1191,NA,NA
1220,257,NDM-1_Bla,NDM-1,no,no,Bla___NDM-1___JQ080305___1-813___813,NDM-1,Bla,JQ080305,1-813,813,carbapenem-hydrolyzing metallo-beta-lactamase NDM-1,Bla_Carb
1221,257,NDM-1_Bla,NDM-2,no,no,Bla___NDM-2___JN112341___1-813___813,NDM-2,Bla,JN112341,1-813,813,carbapenem-hydrolyzing metallo-beta-lactamase NDM-2,Bla_Carb
1222,257,NDM-1_Bla,NDM-3,no,no,Bla___NDM-3___JQ734687___1-813___813,NDM-3,Bla,JQ734687,1-813,813,carbapenem-hydrolyzing metallo-beta-lactamase NDM-3,Bla_Carb
1223,257,NDM-1_Bla,NDM-4,no,no,Bla___NDM-4___JQ348841___1-813___813,NDM-4,Bla,JQ348841,1-813,813,carbapenem-hydrolyzing metallo-beta-lactamase NDM-4,Bla_Carb
1224,257,NDM-1_Bla,NDM-5,no,no,Bla___NDM-5___JN104597___1-813___813,NDM-5,Bla,JN104597,1-813,813,carbapenem-hydrolyzing metallo-beta-lactamase NDM-5,Bla_Carb
1225,257,NDM-1_Bla,NDM-6,no,no,Bla___NDM-6___JN967644___1-813___813,NDM-6,Bla,JN967644,1-813,813,carbapenem-hydrolyzing metallo-beta-lactamase NDM-6,Bla_Carb
1226,257,NDM-1_Bla,NDM-7,no,no,Bla___NDM-7___JX412225___1-813___813,NDM-7,Bla,JX412225,1-813,813,carbapenem-hydrolyzing metallo-beta-lactamase NDM-7,Bla_Carb
1227,257,NDM-1_Bla,NDM-8,no,no,Bla___NDM-8___AB744718___1-813___813,NDM-8,Bla,AB744718,1-813,813,carbapenem-hydrolyzing metallo-beta-lactamase NDM-8,Bla_Carb
1228,254,OXA-60_Bla,OXA-60,no,yes,Bla___OXA-60___AY664505___1-816___816,OXA-60,Bla,AY664505,1-816,816,oxacillin-hydrolyzing class D beta-lactamase OXA-60,Bla
1242,169,HugA2_Bla,HugA,no,no,Bla___HugA___AF324468___221-2117___897,HugA,Bla,AF324468,221-2117,897,NA,NA
1243,164,SHV-OKP-LEN_Bla,OKP-A-1,yes,no,Bla___OKP-A-1___AJ635401___1-861___861,OKP-A-1,Bla,AJ635401,1-861,861,NA,NA
1244,164,SHV-OKP-LEN_Bla,OKP-A-2,yes,no,Bla___OKP-A-2___AJ635404______1-861___861,OKP-A-2,Bla,AJ635404,1-861,861,NA,NA
1245,164,SHV-OKP-LEN_Bla,OKP-A-3,yes,no,Bla___OKP-A-3___AM051140___1-861___861,OKP-A-3,Bla,AM051140,1-861,861,NA,NA
1246,164,SHV-OKP-LEN_Bla,OKP-A-4,yes,no,Bla___OKP-A-4___AM051142___1-861___861,OKP-A-4,Bla,AM051142,1-861,861,NA,NA
1247,164,SHV-OKP-LEN_Bla,OKP-A-5,yes,no,Bla___OKP-A-5___AM051143___1-861___861,OKP-A-5,Bla,AM051143,1-861,861,NA,NA
1248,164,SHV-OKP-LEN_Bla,OKP-A-6,yes,no,Bla___OKP-A-6___AM051144___1-861___861,OKP-A-6,Bla,AM051144,1-861,861,NA,NA
1249,164,SHV-OKP-LEN_Bla,OKP-A-7,yes,no,Bla___OKP-A-7___AM051145___1-861___861,OKP-A-7,Bla,AM051145,1-861,861,NA,NA
1250,164,SHV-OKP-LEN_Bla,OKP-A-8,yes,no,Bla___OKP-A-8___AM051147___1-861___861,OKP-A-8,Bla,AM051147,1-861,861,NA,NA
1251,164,SHV-OKP-LEN_Bla,OKP-A-9,yes,no,Bla___OKP-A-9___AM051148___1-861___861,OKP-A-9,Bla,AM051148,1-861,861,NA,NA
1252,164,SHV-OKP-LEN_Bla,OKP-A-10,yes,no,Bla___OKP-A-10___AM051149___1-861___861,OKP-A-10,Bla,AM051149,1-861,861,NA,NA
1253,164,SHV-OKP-LEN_Bla,OKP-A-11,yes,no,Bla___OKP-A-11___AM850915___20-880___861,OKP-A-11,Bla,AM850915,20-880,861,NA,NA
1254,164,SHV-OKP-LEN_Bla,OKP-A-12,yes,no,Bla___OKP-A-12___AM950916___19-879___861,OKP-A-12,Bla,AM950916,19-879,861,NA,NA
1255,164,SHV-OKP-LEN_Bla,OKP-A-13,yes,no,Bla___OKP-A-13___FJ534513___1-861___861,OKP-A-13,Bla,FJ534513,1-861,861,NA,NA
1256,164,SHV-OKP-LEN_Bla,OKP-A-14,yes,no,Bla___OKP-A-14___FJ534512___1-861___861,OKP-A-14,Bla,FJ534512,1-861,861,NA,NA
1257,164,SHV-OKP-LEN_Bla,OKP-A-15,yes,no,Bla___OKP-A-15___FJ755841___1-861___861,OKP-A-15,Bla,FJ755841,1-861,861,NA,NA
1258,164,SHV-OKP-LEN_Bla,OKP-A-16,yes,no,Bla___OKP-A-16___FJ755840___1-861___861,OKP-A-16,Bla,FJ755840,1-861,861,NA,NA
1259,164,SHV-OKP-LEN_Bla,OKP-B-1,yes,no,Bla___OKP-B-1___AJ635402___1-861___861,OKP-B-1,Bla,AJ635402,1-861,861,NA,NA
1260,164,SHV-OKP-LEN_Bla,OKP-B-2,yes,no,Bla___OKP-B-2___AM051151___1-861___861,OKP-B-2,Bla,AM051151,1-861,861,NA,NA
1261,164,SHV-OKP-LEN_Bla,OKP-B-3,yes,no,Bla___OKP-B-3___AM051152___1-861___861,OKP-B-3,Bla,AM051152,1-861,861,NA,NA
1262,164,SHV-OKP-LEN_Bla,OKP-B-4,yes,no,Bla___OKP-B-4___AM051153___1-861___861,OKP-B-4,Bla,AM051153,1-861,861,NA,NA
1263,164,SHV-OKP-LEN_Bla,OKP-B-5,yes,no,Bla___OKP-B-5___AY512506___68-928___861,OKP-B-5,Bla,AY512506,68-928,861,NA,NA
1264,164,SHV-OKP-LEN_Bla,OKP-B-6,yes,no,Bla___OKP-B-6___AY850171___1-861___861,OKP-B-6,Bla,AY850171,1-861,861,NA,NA
1265,164,SHV-OKP-LEN_Bla,OKP-B-7,yes,no,Bla___OKP-B-7___AM051156___1-861___861,OKP-B-7,Bla,AM051156,1-861,861,NA,NA
1266,164,SHV-OKP-LEN_Bla,OKP-B-8,yes,no,Bla___OKP-B-8___AM051157___1-861___861,OKP-B-8,Bla,AM051157,1-861,861,NA,NA
1267,164,SHV-OKP-LEN_Bla,OKP-B-9,yes,no,Bla___OKP-B-9___AM051159___1-861___861,OKP-B-9,Bla,AM051159,1-861,861,NA,NA
1268,164,SHV-OKP-LEN_Bla,OKP-B-10,yes,no,Bla___OKP-B-10___AM051160___1-861___861,OKP-B-10,Bla,AM051160,1-861,861,NA,NA
1269,164,SHV-OKP-LEN_Bla,OKP-B-11,yes,no,Bla___OKP-B-11___AM051161___1-861___861,OKP-B-11,Bla,AM051161,1-861,861,NA,NA
1270,164,SHV-OKP-LEN_Bla,OKP-B-12,yes,no,Bla___OKP-B-12___AJ635420___1-861___861,OKP-B-12,Bla,AJ635420,1-861,861,NA,NA
1271,164,SHV-OKP-LEN_Bla,OKP-B-13,yes,no,Bla___OKP-B-13___AY825330___1-861___861,OKP-B-13,Bla,AY825330,1-861,861,NA,NA
1272,164,SHV-OKP-LEN_Bla,OKP-B-14,yes,no,Bla___OKP-B-14___DQ149136______47-907___861,OKP-B-14,Bla,DQ149136,47-907,861,NA,NA
1273,164,SHV-OKP-LEN_Bla,OKP-B-15,yes,no,Bla___OKP-B-15___AM850917___18-878___861,OKP-B-15,Bla,AM850917,18-878,861,NA,NA
1274,164,SHV-OKP-LEN_Bla,OKP-B-16,yes,no,Bla___OKP-B-16___AM850918___25-885___861,OKP-B-16,Bla,AM850918,25-885,861,NA,NA
1275,164,SHV-OKP-LEN_Bla,OKP-B-17,yes,no,Bla___OKP-B-17___AM850919___25-885___861,OKP-B-17,Bla,AM850919,25-885,861,NA,NA
1276,164,SHV-OKP-LEN_Bla,OKP-B-18,yes,no,Bla___OKP-B-18___AM850920___41-901___861,OKP-B-18,Bla,AM850920,41-901,861,NA,NA
1277,164,SHV-OKP-LEN_Bla,OKP-B-19,yes,no,Bla___OKP-B-19___AM850921___25-885___861,OKP-B-19,Bla,AM850921,25-885,861,NA,NA
1278,164,SHV-OKP-LEN_Bla,OKP-B-20,yes,no,Bla___OKP-B-20___AM850922___25-885___861,OKP-B-20,Bla,AM850922,25-885,861,NA,NA
1279,164,SHV-OKP-LEN_Bla,SHV-1,yes,no,Bla___SHV-1___AF148850___6-866___861,SHV-1,Bla,AF148850,6-866,861,class A broad-spectrum beta-lactamase SHV-1,Bla_broad
1280,164,SHV-OKP-LEN_Bla,SHV-2,yes,no,Bla___SHV-2___AF148851___6-866___861,SHV-2,Bla,AF148851,6-866,861,class A extended-spectrum beta-lactamase SHV-2,Bla_ESBL
1281,164,SHV-OKP-LEN_Bla,SHV2A-kp,yes,no,Bla___SHV2A-kp___X62115___1281-2141___861,SHV2A-kp,Bla,X62115,1281-2141,861,NA,NA
1282,164,SHV-OKP-LEN_Bla,SHV-2a,yes,no,Bla___SHV-2a___X98102___72-934___863,SHV-2a,Bla,X98102,72-934,863,class A extended-spectrum beta-lactamase SHV-2a,Bla_ESBL
1283,164,SHV-OKP-LEN_Bla,SHV-5,yes,no,Bla___SHV-5___X55640___112-972___861,SHV-5,Bla,X55640,112-972,861,class A extended-spectrum beta-lactamase SHV-5,Bla_ESBL
1284,164,SHV-OKP-LEN_Bla,SHV-6,yes,no,Bla___SHV-6___Y11069___1-780___780,SHV-6,Bla,Y11069,1-780,780,NA,NA
1285,164,SHV-OKP-LEN_Bla,SHV-7,yes,no,Bla___SHV-7___U20270___125-985___861,SHV-7,Bla,U20270,125-985,861,class A extended-spectrum beta-lactamase SHV-7,Bla_ESBL
1286,164,SHV-OKP-LEN_Bla,SHV-8,yes,no,Bla___SHV-8___U92041___1-861___861,SHV-8,Bla,U92041,1-861,861,class A extended-spectrum beta-lactamase SHV-8,Bla_ESBL
1287,164,SHV-OKP-LEN_Bla,SHV-11,yes,no,Bla___SHV-11___HM751098___1-861___861,SHV-11,Bla,HM751098,1-861,861,class A broad-spectrum beta-lactamase SHV-11,Bla_broad
1288,164,SHV-OKP-LEN_Bla,SHV-12,yes,no,Bla___SHV-12___FJ685654___24-860___837,SHV-12,Bla,FJ685654,24-860,837,class A extended-spectrum beta-lactamase SHV-12,Bla_ESBL
1289,164,SHV-OKP-LEN_Bla,SHV-13,yes,no,Bla___SHV-13___AF164577___1-861___861,SHV-13,Bla,AF164577,1-861,861,class A extended-spectrum beta-lactamase SHV-13,Bla_ESBL
1290,164,SHV-OKP-LEN_Bla,SHV-14,yes,no,Bla___SHV-14___AF226622___55-915___861,SHV-14,Bla,AF226622,55-915,861,class A broad-spectrum beta-lactamase SHV-14,Bla_broad
1291,164,SHV-OKP-LEN_Bla,SHV-15,yes,no,Bla___SHV-15___AJ011428___1-861___861,SHV-15,Bla,AJ011428,1-861,861,NA,NA
1292,164,SHV-OKP-LEN_Bla,SHV-16,yes,no,Bla___SHV-16___AF072684___118-993___876,SHV-16,Bla,AF072684,118-993,876,NA,NA
1293,164,SHV-OKP-LEN_Bla,SHV-18,yes,no,Bla___SHV-18___EU684753___1-861___861,SHV-18,Bla,EU684753,1-861,861,class A extended-spectrum beta-lactamase SHV-18,Bla_ESBL
1294,164,SHV-OKP-LEN_Bla,SHV-24,yes,no,Bla___SHV-24___AB023477___1-861___861,SHV-24,Bla,AB023477,1-861,861,class A extended-spectrum beta-lactamase SHV-24,Bla_ESBL
1295,164,SHV-OKP-LEN_Bla,SHV-25,yes,no,Bla___SHV-25___AF208796___1-861___861,SHV-25,Bla,AF208796,1-861,861,NA,NA
1296,164,SHV-OKP-LEN_Bla,SHV-26,yes,no,Bla___SHV-26___AF227204___74-934___861,SHV-26,Bla,AF227204,74-934,861,inhibitor-resistant class A broad-spectrum beta-lactamase SHV-26,Bla_broad_inhR
1297,164,SHV-OKP-LEN_Bla,SHV-27,yes,no,Bla___SHV-27___FJ685656___1-861___861,SHV-27,Bla,FJ685656,1-861,861,NA,NA
1298,164,SHV-OKP-LEN_Bla,SHV-28,yes,no,Bla___SHV-28___EU441172___57-917___861,SHV-28,Bla,EU441172,57-917,861,NA,NA
1299,164,SHV-OKP-LEN_Bla,SHV-29,yes,no,Bla___SHV-29___AF301532___8-868___861,SHV-29,Bla,AF301532,8-868,861,NA,NA
1300,164,SHV-OKP-LEN_Bla,SHV-30,yes,no,Bla___SHV-30___AY661885___49-909___861,SHV-30,Bla,AY661885,49-909,861,class A extended-spectrum beta-lactamase SHV-30,Bla_ESBL
1301,164,SHV-OKP-LEN_Bla,SHV-31,yes,no,Bla___SHV-31___GU064396___1-861___861,SHV-31,Bla,GU064396,1-861,861,class A extended-spectrum beta-lactamase SHV-31,Bla_ESBL
1302,164,SHV-OKP-LEN_Bla,SHV-32,yes,no,Bla___SHV-32___AY037778___92-952___861,SHV-32,Bla,AY037778,92-952,861,class A broad-spectrum beta-lactamase SHV-32,Bla_broad
1303,164,SHV-OKP-LEN_Bla,SHV-33,yes,no,Bla___SHV-33___AY037779___89-949___861,SHV-33,Bla,AY037779,89-949,861,NA,NA
1304,164,SHV-OKP-LEN_Bla,SHV-34,yes,no,Bla___SHV-34___AY036620___89-949___861,SHV-34,Bla,AY036620,89-949,861,class A extended-spectrum beta-lactamase SHV-34,Bla_ESBL
1305,164,SHV-OKP-LEN_Bla,SHV-35,yes,no,Bla___SHV-35___AY070258___1-861___861,SHV-35,Bla,AY070258,1-861,861,class A beta-lactamase SHV-35,Bla
1306,164,SHV-OKP-LEN_Bla,SHV-36,yes,no,Bla___SHV-36___AF467947___1-861___861,SHV-36,Bla,AF467947,1-861,861,class A beta-lactamase SHV-36,Bla
1307,164,SHV-OKP-LEN_Bla,SHV-37,yes,no,Bla___SHV-37___AF467948___1-861___861,SHV-37,Bla,AF467948,1-861,861,class A beta-lactamase SHV-37,Bla
1308,164,SHV-OKP-LEN_Bla,SHV-38,yes,no,Bla___SHV-38___GQ407124___1-861___861,SHV-38,Bla,GQ407124,1-861,861,class A extended-spectrum beta-lactamase SHV-38,Bla_ESBL
1309,164,SHV-OKP-LEN_Bla,SHV-39,yes,no,Bla___SHV-39___AY150585___1=285___285,SHV-39,Bla,AY150585,1=285,285,class A extended-spectrum beta-lactamase SHV-39,Bla_ESBL
1310,164,SHV-OKP-LEN_Bla,SHV-40,yes,no,Bla___SHV-40___AF535128___1-861___861,SHV-40,Bla,AF535128,1-861,861,class A extended-spectrum beta-lactamase SHV-40,Bla_ESBL
1311,164,SHV-OKP-LEN_Bla,SHV-41,yes,no,Bla___SHV-41___AF535129___1-861___861,SHV-41,Bla,AF535129,1-861,861,class A extended-spectrum beta-lactamase SHV-41,Bla_ESBL
1312,164,SHV-OKP-LEN_Bla,SHV-42,yes,no,Bla___SHV-42___AF535130___1-861___861,SHV-42,Bla,AF535130,1-861,861,class A extended-spectrum beta-lactamase SHV-42,Bla_ESBL
1313,164,SHV-OKP-LEN_Bla,SHV-43,yes,no,Bla___SHV-43___AY065991___7-867___861,SHV-43,Bla,AY065991,7-867,861,class A broad-spectrum beta-lactamase SHV-43,Bla_broad
1314,164,SHV-OKP-LEN_Bla,SHV-44,yes,no,Bla___SHV-44___AY259119___117-977___861,SHV-44,Bla,AY259119,117-977,861,class A broad-spectrum beta-lactamase SHV-44,Bla_broad
1315,164,SHV-OKP-LEN_Bla,SHV-45,yes,no,Bla___SHV-45___HQ877612___1-715___715,SHV-45,Bla,HQ877612,1-715,715,class A extended-spectrum beta-lactamase SHV-45,Bla_ESBL
1316,164,SHV-OKP-LEN_Bla,SHV-46,yes,no,Bla___SHV-46___AY210887___112-972___861,SHV-46,Bla,AY210887,112-972,861,class A extended-spectrum beta-lactamase SHV-46,Bla_ESBL
1317,164,SHV-OKP-LEN_Bla,SHV-48,yes,no,Bla___SHV-48___AY263404___1-861___861,SHV-48,Bla,AY263404,1-861,861,class A broad-spectrum beta-lactamase SHV-48,Bla_broad
1318,164,SHV-OKP-LEN_Bla,SHV-49,yes,no,Bla___SHV-49___AY528718___414-1274___861,SHV-49,Bla,AY528718,414-1274,861,inhibitor-resistant class A broad-spectrum beta-lactamase SHV-49,Bla_broad_inhR
1319,164,SHV-OKP-LEN_Bla,SHV-50,yes,no,Bla___SHV-50___AY288915___1-861___861,SHV-50,Bla,AY288915,1-861,861,class A beta-lactamase SHV-50,Bla
1320,164,SHV-OKP-LEN_Bla,SHV-51,yes,no,Bla___SHV-51___AY289548___1-861___861,SHV-51,Bla,AY289548,1-861,861,class A beta-lactamase SHV-51,Bla
1321,164,SHV-OKP-LEN_Bla,SHV-52,yes,no,Bla___SHV-52___HQ845196___1-861___861,SHV-52,Bla,HQ845196,1-861,861,class A beta-lactamase SHV-52,Bla
1322,164,SHV-OKP-LEN_Bla,SHV-53,yes,no,Bla___SHV-53___AY590467___1-729___729,SHV-53,Bla,AY590467,1-729,729,class A beta-lactamase SHV-53,Bla
1323,164,SHV-OKP-LEN_Bla,SHV-55,yes,no,Bla___SHV-55___HQ877613___1-715___715,SHV-55,Bla,HQ877613,1-715,715,class A extended-spectrum beta-lactamase SHV-55,Bla_ESBL
1324,164,SHV-OKP-LEN_Bla,SHV-56,yes,no,Bla___SHV-56___AY352599___1-861___861,SHV-56,Bla,AY352599,1-861,861,inhibitor-resistant class A broad-spectrum beta-lactamase SHV-56,Bla_broad_inhR
1325,164,SHV-OKP-LEN_Bla,SHV-57,yes,no,Bla___SHV-57___AY223863___171-1031___861,SHV-57,Bla,AY223863,171-1031,861,class A extended-spectrum beta-lactamase SHV-57,Bla_ESBL
1326,164,SHV-OKP-LEN_Bla,SHV-59,yes,no,Bla___SHV-59___AY790341___1-861___861,SHV-59,Bla,AY790341,1-861,861,class A beta-lactamase SHV-59,Bla
1327,164,SHV-OKP-LEN_Bla,SHV-60,yes,no,Bla___SHV-60___AJ866283___1-861___861,SHV-60,Bla,AJ866283,1-861,861,class A broad-spectrum beta-lactamase SHV-60,Bla_broad
1328,164,SHV-OKP-LEN_Bla,SHV-61,yes,no,Bla___SHV-61___AJ866284___1-861___861,SHV-61,Bla,AJ866284,1-861,861,class A broad-spectrum beta-lactamase SHV-61,Bla_broad
1329,164,SHV-OKP-LEN_Bla,SHV-62,yes,no,Bla___SHV-62___AJ866285___1-832___832,SHV-62,Bla,AJ866285,1-832,832,class A broad-spectrum beta-lactamase SHV-62,Bla_broad
1330,164,SHV-OKP-LEN_Bla,SHV-63,yes,no,Bla___SHV-63___EU342351___173-1033___861,SHV-63,Bla,EU342351,173-1033,861,class A beta-lactamase SHV-63,Bla
1331,164,SHV-OKP-LEN_Bla,SHV-64,yes,no,Bla___SHV-64___DQ174304___5-865___861,SHV-64,Bla,DQ174304,5-865,861,class A extended-spectrum beta-lactamase SHV-64,Bla_ESBL
1332,164,SHV-OKP-LEN_Bla,SHV-65,yes,no,Bla___SHV-65___DQ174305___5-865___861,SHV-65,Bla,DQ174305,5-865,861,class A beta-lactamase SHV-65,Bla
1333,164,SHV-OKP-LEN_Bla,SHV-66,yes,no,Bla___SHV-66___DQ174306___5-865___861,SHV-66,Bla,DQ174306,5-865,861,class A extended-spectrum beta-lactamase SHV-66,Bla_ESBL
1334,164,SHV-OKP-LEN_Bla,SHV-67,yes,no,Bla___SHV-67___DQ174307___5-865___861,SHV-67,Bla,DQ174307,5-865,861,class A beta-lactamase SHV-67,Bla
1335,164,SHV-OKP-LEN_Bla,SHV-69,yes,no,Bla___SHV-69___DQ174308___5-865___861,SHV-69,Bla,DQ174308,5-865,861,class A beta-lactamase SHV-69,Bla
1336,164,SHV-OKP-LEN_Bla,SHV-70,yes,no,Bla___SHV-70___DQ013287___1-861___861,SHV-70,Bla,DQ013287,1-861,861,class A extended-spectrum beta-lactamase SHV-70,Bla_ESBL
1337,164,SHV-OKP-LEN_Bla,SHV-71,yes,no,Bla___SHV-71___AM176546___1-861___861,SHV-71,Bla,AM176546,1-861,861,class A broad-spectrum beta-lactamase SHV-71,Bla_broad
1338,164,SHV-OKP-LEN_Bla,SHV-72,yes,no,Bla___SHV-72___AM176547___31-891___861,SHV-72,Bla,AM176547,31-891,861,inhibitor-resistant class A broad-spectrum beta-lactamase SHV-72,Bla_broad_inhR
1339,164,SHV-OKP-LEN_Bla,SHV-73,yes,no,Bla___SHV-73___AM176548___17-874___858,SHV-73,Bla,AM176548,17-874,858,class A beta-lactamase SHV-73,Bla
1340,164,SHV-OKP-LEN_Bla,SHV-74,yes,no,Bla___SHV-74___AM176549___31-891___861,SHV-74,Bla,AM176549,31-891,861,class A broad-spectrum beta-lactamase SHV-74,Bla_broad
1341,164,SHV-OKP-LEN_Bla,SHV-75,yes,no,Bla___SHV-75___AM176550___31-891___861,SHV-75,Bla,AM176550,31-891,861,class A broad-spectrum beta-lactamase SHV-75,Bla_broad
1342,164,SHV-OKP-LEN_Bla,SHV-76,yes,no,Bla___SHV-76___AM176551___31-891___861,SHV-76,Bla,AM176551,31-891,861,class A beta-lactamase SHV-76,Bla
